,2018-07-26,2018-07-27,2018-07-28,2018-07-29,
foreverrich,0,0,0,0,
forexcargo,0,0,0,0,
forgetmenot,0,0,0,0,
fornax-fss,0,0,0,0,
fornax-fssi,0,0,0,0,
fortfs,0,0,0,0,
fortknoxc,0,0,0,0,
fortrade,0,0,0,0,
fortrushph,0,0,0,0,
fortrust,0,0,0,0,
"fortrust ph",0,0,0,0,
fortrustph,0,0,0,0,
fortruth,0,0,0,0,
fortunelife,0,0,0,0,
forum,0,0,0,0,
"forum gh",0,0,0,0,
four1splore,0,0,0,0,
fournaise,0,0,0,0,
fourseason,0,0,0,0,
fox,0,0,0,0,
"fox head",0,0,0,0,
"fox nuvali",0,0,0,0,
foxtravel,0,0,0,0,
fpanda,0,0,0,0,
fpp,0,0,0,0,
fragab,0,0,0,0,
francis,0,0,0,0,
francisco,0,0,0,0,
frankies,0,0,0,0,
frankly,0,0,0,0,
frappelarue,0,0,0,0,
frazzled,0,0,0,0,
fredperryph,0,0,0,0,
free,0,0,0,0,
"free 250 gc",0,0,0,0,
"free games",0,0,0,0,
"free load",0,0,0,0,
"free meal",0,0,0,0,
"free sisig",0,0,0,0,
free-lance,0,0,0,0,
free_sisig,0,0,0,0,
freebitco.i,0,0,0,0,
freedoge.co,0,0,0,0,
freeformpri,0,0,0,0,
freeinfo,0,0,0,0,
freelance,0,0,0,0,
freelance-m,0,0,0,0,
freelancer,0,0,0,0,
freeola,0,0,0,0,
freesms,0,0,0,0,
freesmsmate,0,0,0,0,
freetext,0,0,0,0,
freetxt,0,0,0,0,
freewaters,0,0,0,0,
freeway,0,0,0,0,
freggers,0,0,0,0,
frenickshop,0,0,0,0,
freshforex,0,0,0,0,
freshforex.,0,0,0,0,
freshfrgbar,0,0,0,0,
freshmind,0,0,0,0,
freshoption,0,0,0,0,
friday,0,0,0,0,
friendura,0,0,0,0,
frim,0,0,0,0,
frimtr,0,0,0,0,
fring,0,0,0,0,
fringx,0,0,0,0,
frmcht,0,0,0,0,
froehlich,0,0,0,0,
frolic,0,0,0,0,
frombm,0,0,0,0,
fromko,0,0,0,0,
frosteddess,0,0,0,0,
frpi,0,0,0,0,
"frsh deals",0,0,0,0,
frtech,0,0,0,0,
frtechinc,0,0,0,0,
fruitmagic,0,0,0,0,
fruits,0,0,0,0,
fruitwishes,0,0,0,0,
fsc,0,0,0,0,
fscoffee,0,0,0,0,
fsi,0,0,0,0,
fsm,0,0,0,0,
fssnet,0,0,0,0,
ftg,0,0,0,0,
ftv,0,0,0,0,
fu-express,0,0,0,0,
fuentebella,0,0,0,0,
fujitsu,0,0,0,0,
fullcontact,0,0,0,0,
fullybooked,0,0,0,0,
fun,0,0,0,0,
"fun.g soap",0,0,0,0,
fundaygif,0,0,0,0,
fundko,0,0,0,0,
fundline,0,0,0,0,
fungisol,0,0,0,0,
funtasticph,0,0,0,0,
fuselending,0,0,0,0,
futurenet,0,0,0,0,
futureproof,0,0,0,0,
fwlimousine,0,0,0,0,
fxcoin,0,0,0,0,
fxcommunity,0,0,0,0,
fxglory,0,0,0,0,
fxopen,0,0,0,0,
fxtm,0,0,0,0,
fy,0,0,0,0,
fyndid,0,0,0,0,
fyndph,0,0,0,0,
"g by guess",0,0,0,0,
g-star,0,0,0,0,
g12aguilas,0,0,0,0,
g3kitchen,0,0,0,0,
gabrielles,0,0,0,0,
gaca-it,0,0,0,0,
gaddis,0,0,0,0,
gaijinnet,0,0,0,0,
gainersgrp,0,0,0,0,
galaktikar,0,0,0,0,
galaktikaru,0,0,0,0,
galaxy,0,0,0,0,
galileo,0,0,0,0,
gallivillag,0,0,0,0,
gameloft,0,0,0,0,
gamenah,0,0,0,0,
gameoverph,0,0,0,0,
gamepad,0,0,0,0,
gamer,0,0,0,0,
gamesaine,0,0,0,0,
gameville,0,0,0,0,
ganda,0,0,0,0,
gandivaarch,0,0,0,0,
gandivacafe,0,0,0,0,
gansosbuway,0,0,0,0,
gansoshabuw,0,0,0,0,
garage88,0,0,0,0,
"garcia's p.",0,0,0,0,
garcias_p,0,0,0,0,
"garda world",0,0,0,0,
gardner,0,0,0,0,
garena,0,50,60,0,
garmin,0,0,0,0,
gasc,0,0,0,0,
gatebank,0,0,0,0,
gates,0,0,0,0,
"gates vu",0,0,0,0,
gates-vu,0,0,0,0,
gauchococin,0,0,0,0,
gava,0,0,0,0,
gawin,0,0,0,0,
gawin.ph,0,0,0,0,
"gb express",0,0,0,0,
gbs,0,0,0,0,
gc_load,0,0,0,0,
gca,0,0,0,0,
gcash,0,0,0,0,
gccpersonel,0,0,0,0,
gcload,0,0,0,0,
gdg,0,0,0,0,
gdiph,0,0,0,0,
gdmpccares,0,0,0,0,
gear4music,0,0,0,0,
gecc,0,0,0,0,
geekdemos,0,0,0,0,
geg-ph,0,0,0,0,
gegph,0,0,0,0,
geist,0,0,0,0,
gemilang,0,0,0,0,
gemilang4u,0,0,0,0,
gemmary,0,0,0,0,
gempucentap,0,0,0,0,
"gen. of war",0,0,0,0,
gen3_2013,0,0,0,0,
gencars,0,0,0,0,
gene_tapia,0,0,0,0,
general,0,0,0,0,
generali,0,0,0,0,
generationm,0,0,0,0,
generika,0,0,0,0,
genm,0,0,0,0,
genpact,0,0,0,0,
genspeed,0,0,0,0,
genting,0,0,0,0,
george,0,0,0,0,
georgio,0,0,0,0,
geozilla,0,0,0,0,
gep-ncr,0,0,0,0,
gerben_grev,0,0,0,0,
gerrys,0,0,0,0,
gersanibaf,0,0,0,0,
gertc,0,0,0,0,
gess,0,0,0,0,
get360fit,0,0,0,0,
getasms,0,0,0,0,
getgo,0,0,0,0,
getlaundry,0,0,0,0,
getmed,0,0,0,0,
getmore,0,0,0,0,
getmore.ph,0,0,0,0,
getmoreph,0,0,0,0,
getpolished,0,0,0,0,
gett,0,0,0,0,
getzpharma,0,0,0,0,
gexpress,0,0,0,0,
gfs,0,0,0,0,
gfxsig,0,0,0,0,
ggwphost,0,0,0,0,
giant,0,0,0,0,
giantapp,0,0,0,0,
gifmo,0,0,0,0,
"gift it",0,0,0,0,
giftaway,0,0,0,0,
giftcentral,0,0,0,0,
gifted.ph,0,0,0,0,
giftee,0,0,0,0,
giftlaunche,0,0,0,0,
giftmt,0,0,0,0,
gigasip,0,0,0,0,
gilliangail,0,0,0,0,
gin,0,0,0,0,
gin123,0,0,0,0,
ginoleabres,0,0,0,0,
ginota,0,145,69,0,
ginsengph,0,0,0,0,
gintell,0,0,0,0,
gionee,0,0,0,0,
giordano,0,0,0,0,
giordanoph,0,0,0,0,
girbaud,0,0,0,0,
girlteki,0,0,0,0,
giss,0,0,0,0,
gisspzero,0,0,0,0,
gisszero,0,0,0,0,
github,0,0,0,0,
giuseppi,0,0,0,0,
gjmfr,0,0,0,0,
glassdrive,0,0,0,0,
glbwlt,0,0,0,0,
glence,0,0,0,0,
"glenn s",0,0,0,0,
glfi,0,0,0,0,
glibt,0,0,0,0,
glide,0,0,0,0,
glinkr,0,0,0,0,
glitternail,0,0,0,0,
glitternails,0,0,0,0,
gll,0,0,0,0,
glmp,0,0,0,0,
glob,0,0,0,0,
global,0,0,0,0,
"global bank",0,0,0,0,
global-link,0,0,0,0,
globalinfo,0,0,0,0,
globality,0,0,0,0,
globallink,0,0,0,0,
globalsms,0,0,0,0,
globe,0,2462,452,0,
globe39,0,0,0,0,
globehr,0,0,0,0,
globfone,0,0,0,0,
globo,0,0,0,0,
gloner,0,0,0,0,
gloriamaris,0,0,0,0,
glorietta,0,0,0,0,
glowcal,0,0,0,0,
glp,0,0,0,0,
"gls tan",0,0,0,0,
glutax,0,0,0,0,
gma7,0,0,0,0,
gmacsg7,0,0,0,0,
gmanetwork,0,0,0,0,
gmapinoytv,0,0,0,0,
gmasa,0,0,0,0,
gmax,0,0,0,0,
gmci,0,0,0,0,
gmet,0,0,0,0,
"gmet trd",0,0,0,0,
gmp,0,0,0,0,
gms,0,0,0,0,
gmsphils,0,0,0,0,
gmt,0,0,0,0,
gmx,0,0,0,0,
gnc,0,0,0,0,
"gnc rewards",0,0,0,0,
gnc.com.ph,0,0,0,0,
gncareers,0,0,0,0,
gnclivewell,0,0,0,0,
gnjvegbstro,0,0,0,0,
gnq-muni,0,0,0,0,
gnsoshbuway,0,0,0,0,
gntc,0,0,0,0,
gnw2016,0,0,0,0,
"go nattural",0,0,0,0,
go-bike,0,0,0,0,
go-jek,0,0,0,0,
goatlas,0,0,0,0,
gobike,0,0,0,0,
gobuy,0,0,0,0,
gobuyph,0,0,0,0,
gocrazy,0,0,0,0,
god,0,0,0,0,
"god is near",0,0,0,0,
godisnear,0,0,0,0,
godli,0,0,0,0,
"gofamint ph",0,0,0,0,
"gogo hunt",0,0,0,0,
gogohunt,0,0,0,0,
goibib,0,0,0,0,
goirtechugr,0,0,0,0,
"gold mktg",0,0,0,0,
goldberry,0,0,0,0,
"goldberry s",0,0,0,0,
"golden brew",0,0,0,0,
"golden life",0,0,0,0,
"golden oats",0,0,0,0,
"golden rule",0,0,0,0,
goldenabc,0,0,0,0,
goldenbirds,0,0,0,0,
goldenratio,0,0,0,0,
goldenspa,0,0,0,0,
goldentea,0,0,0,0,
goldilocks,0,0,0,0,
golive,0,0,0,0,
golocal,0,0,0,0,
gomoto,0,0,0,0,
gongcha,0,0,0,0,
"good life",0,0,0,0,
goodearthro,0,0,0,0,
goodkredit,0,0,0,0,
goods,0,0,0,0,
"goods ph",0,0,0,0,
goods.ph,0,0,0,0,
goodsph,0,0,0,0,
goodvibes,0,0,0,0,
google,0,0,0,0,
googleph,0,0,0,0,
"gop digital",0,0,0,0,
"gop phil",0,0,0,0,
goproj,0,0,0,0,
goraketz,0,0,0,0,
goreviewer,0,0,0,0,
goshowbox,0,0,0,0,
gotech,0,0,0,0,
gothong,0,0,0,0,
gothongsp,0,0,0,0,
gotitall,0,0,0,0,
gotoplay,0,0,0,0,
gourmade,0,0,0,0,
gourmet,0,0,0,0,
gourmetfrms,0,0,0,0,
"gov. alex",0,0,0,0,
govhataman,0,0,0,0,
govremulla,0,0,0,0,
govsato,0,0,0,0,
goworldwide,0,0,0,0,
goyya,0,0,0,0,
"gp7 notific",0,0,0,0,
gpccau,0,0,0,0,
gpgs,0,0,0,0,
gplines,0,0,0,0,
gppi,0,0,0,0,
gppi-csd,0,0,0,0,
gppi-hr,0,0,0,0,
gpra,0,0,0,0,
gpsgay,0,0,0,0,
gqwest,0,0,0,0,
grab,0,0,0,0,
"grab id",0,0,0,0,
"grab travel",0,0,0,0,
grabbangsar,0,0,0,0,
grabbike,0,0,0,0,
grabcar,0,0,0,0,
"grabcar mnl",0,0,0,0,
grabcarmnl,0,0,0,0,
grabexpress,0,0,0,0,
grabhitch,0,0,0,0,
grabshare,0,0,0,0,
grabtaxi,0,0,0,0,
grabtravel,0,0,0,0,
gracall,0,0,0,0,
gracel,0,0,0,0,
gracepoe,0,0,0,0,
gracerice,0,0,0,0,
grading,0,0,0,0,
gram,0,0,0,0,
grandvilla,0,0,0,0,
granitegear,0,0,0,0,
graotp,0,0,0,0,
grasparin,0,0,0,0,
gratorama,0,0,0,0,
grattis,0,0,0,0,
gratulerar,0,0,0,0,
grc,0,0,0,0,
"great image",0,0,0,0,
greateastrn,0,0,0,0,
greatimage,0,0,0,0,
greatminds,0,0,0,0,
green&white,0,0,0,0,
green_2000,0,0,0,0,
greenbelt,0,0,0,0,
greenbelt3c,0,0,0,0,
greenhillsc,0,0,0,0,
greenhouse,0,0,0,0,
greenlife,0,0,0,0,
greenpastrs,0,0,0,0,
greenpasture,0,0,0,0,
greenpeace,0,0,0,0,
greenpeso,0,0,0,0,
greenph,0,0,0,0,
greenphils,0,0,0,0,
greenpstrus,0,0,0,0,
greenspan,0,0,0,0,
greenwich,0,0,0,0,
greenwoods,0,0,0,0,
greenworld,0,0,0,0,
greg,0,0,0,0,
grewards,0,0,0,0,
"grey market",0,0,0,0,
grind,0,0,0,0,
grind22,0,0,0,0,
grindph,0,0,0,0,
grissini,0,0,0,0,
grmetgypsy,0,0,0,0,
grndeatery,0,0,0,0,
grocerease,0,0,0,0,
groomingpal,0,0,0,0,
groupama,0,0,0,0,
groupme,0,0,0,0,
growthscout,0,0,0,0,
grptlk,0,0,0,0,
"grt eastern",0,0,0,0,
"grub club",0,0,0,0,
grupotoyota,0,0,0,0,
gruvili,0,0,0,0,
"gs salon",0,0,0,0,
gs_salon,0,0,0,0,
gsc,0,0,0,0,
gsd-maint,0,0,0,0,
gsiccebu,0,0,0,0,
gsis,0,0,0,0,
gsmred,0,0,0,0,
gsms,0,0,0,0,
gsmunlock,0,0,0,0,
gsol,0,0,0,0,
gsorbetero,0,0,0,0,
gss,0,0,0,0,
"gss info",0,0,0,0,
gssc-info,0,0,0,0,
gssli,0,0,0,0,
gtarcade,0,0,0,0,
gtbank,0,0,0,0,
gte,0,0,0,0,
gtg_letsgo,0,0,0,0,
gtwytest,0,0,0,0,
guess,0,0,0,0,
guestlist,0,0,0,0,
guestlistph,0,0,0,0,
guillys,0,0,0,0,
guineapig,0,0,0,0,
gulf,0,0,0,0,
"gulf air",0,0,0,0,
gulfair,0,0,0,0,
gumbo,0,0,0,0,
gumnut,0,0,0,0,
guru-host,0,0,0,0,
gus*,0,0,0,0,
guyito,0,0,0,0,
gvflorida,0,0,0,0,
gvplus,0,0,0,0,
gvx,0,0,0,0,
gw1948,0,0,0,0,
gw469,0,0,0,0,
gwdelivery,0,0,0,0,
gwebsms,0,0,0,0,
gweilo,0,0,0,0,
gweilosbar,0,0,0,0,
gweystedph,0,0,0,0,
gwheysted,0,0,0,0,
gwibsi,0,0,0,0,
gwu,0,0,0,0,
gwws,0,0,0,0,
gymftx,0,0,0,0,
gyukaku,0,0,0,0,
gzp,0,0,0,0,
"h et f",0,0,0,0,
h&a_diamond,0,0,0,0,
h&wt,0,0,0,0,
h.chapelier,0,0,0,0,
"h@r diamond",0,0,0,0,
ha_diamond,0,0,0,0,
habbo,0,0,0,0,
habitat,0,0,0,0,
"habitat mnl",0,0,0,0,
habitat_msg,0,0,0,0,
habitatphil,0,0,0,0,
habitualcof,0,0,0,0,
hago,0,0,0,0,
hagsports,0,0,0,0,
hahaha,0,0,0,0,
hai-o,0,0,0,0,
hainanese,0,0,0,0,
hair1721,0,0,0,0,
hairshaft,0,0,0,0,
hairzone,0,0,0,0,
hajj,0,0,0,0,
halikaroti,0,0,0,0,
halilicruz,0,0,0,0,
hallo2mall,0,0,0,0,
hallohallo,0,0,0,0,
"hammer ph",0,0,0,0,
hanamaruken,0,0,0,0,
hanayendcc,0,0,0,0,
"handog sale",0,0,0,0,
handogsale,0,0,0,0,
handwin,0,0,0,0,
handyman,0,0,0,0,
haneul,0,0,0,0,
"hann dhs",0,0,0,0,
hannahbrc,0,0,0,0,
hannahs,0,0,0,0,
hapagkainan,0,0,0,0,
hapisix,0,0,0,0,
hapisixni,0,0,0,0,
happ4144,0,0,0,0,
happcafe,0,0,0,0,
happnin,0,0,0,0,
happy1,0,0,0,0,
happyfresh,0,0,0,0,
happygarden,0,0,0,0,
happyhelprs,0,0,0,0,
happylemon,0,0,0,0,
happyplus,0,0,0,0,
happyrooms,0,0,0,0,
happysmile,0,0,0,0,
harborpoint,0,0,0,0,
harcity,0,0,0,0,
harm,0,0,0,0,
has,0,0,0,0,
"has gah",0,0,0,0,
hashtagmnl,0,0,0,0,
hasminclass,0,0,0,0,
haulio,0,0,0,0,
havaianas,0,0,0,0,
havepuso,0,0,0,0,
havitas,0,0,0,0,
hawaiian,0,0,0,0,
hawaiians,0,0,0,0,
hayadon,0,0,0,0,
hazel,0,0,0,0,
hazelberry,0,0,0,0,
hazelluxury,0,0,0,0,
hb,0,0,0,0,
hbdpartners,0,0,0,0,
hbh,0,0,0,0,
hbjujosr,0,0,0,0,
hbtf,0,0,0,0,
hbz,0,0,0,0,
"hca events",0,0,0,0,
hcic-sms,0,0,0,0,
hcl,0,0,0,0,
hclelc,0,0,0,0,
hclii,0,0,0,0,
hclthr,0,0,0,0,
hcms,0,0,0,0,
hcmvxo,0,0,0,0,
hcpc,0,0,0,0,
hcpi,0,0,0,0,
hcpt_it,0,0,0,0,
hcpti,0,0,0,0,
hcpti_hrd,0,0,0,0,
hcpti_ict,0,0,0,0,
hcpti_mktg,0,0,0,0,
hcpti_optn,0,0,0,0,
hcpti_sfty,0,0,0,0,
hcpti_tqm,0,0,0,0,
hdc,0,0,0,0,
hdfcban,0,0,0,0,
hdfcbank,0,0,0,0,
hdfcbk,0,0,0,0,
hdfcld,0,0,0,0,
hdwangsa,0,0,0,0,
headstart,0,0,0,0,
headware,0,0,0,0,
healthcheck,0,0,0,0,
healthcube,0,0,0,0,
healthexp,0,0,0,0,
healthway,0,0,0,0,
healthwaym,0,0,0,0,
healthyops,0,0,0,0,
healthyopt,0,0,0,0,
healthyopts,0,0,0,0,
healthyph,0,0,0,0,
heartsmrt,0,0,0,0,
hebymango,0,0,0,0,
hedgren,0,0,0,0,
heetch,0,0,0,0,
heidi,0,0,0,0,
heisnear,0,0,0,0,
heizel,0,0,0,0,
hello,0,0,0,0,
hello.com,0,0,0,0,
helloe,0,0,0,0,
hellofood,0,0,0,0,
hellogorg,0,0,0,0,
hellopay,0,0,0,0,
hellotalk,0,0,0,0,
hellozig,0,0,0,0,
helperchoic,0,0,0,0,
helpster,0,0,0,0,
helsesï¿½ï¿½t,0,0,0,0,
helsesð²³t,0,0,0,0,
henlin,0,0,0,0,
hennessy,0,0,0,0,
hennessyph,0,0,0,0,
hennesy,0,0,0,0,
herbalife,0,0,0,0,
herbalifeph,0,0,0,0,
hermes,0,0,0,0,
"hermes manila",0,0,0,0,
"hermes mnl",0,0,0,0,
hermesexprs,0,0,0,0,
hermit,0,0,0,0,
hermosa-ctv,0,0,0,0,
herogame,0,0,0,0,
heropal,0,0,0,0,
herschel,0,0,0,0,
hetzner-sms,0,0,0,0,
hex,0,0,0,0,
heybaby,0,0,0,0,
heykuya,0,0,0,0,
hfagma,0,0,0,0,
hflbrw,0,0,0,0,
hfood,0,0,0,0,
hgs,0,0,0,0,
hgsjob,0,0,0,0,
hgzchgfc,0,0,0,0,
hhelper,0,0,0,0,
hi-safety,0,0,0,0,
hi8d,0,0,0,0,
"hiab sweden",0,0,0,0,
hicart,0,0,0,0,
hidburgers,0,0,0,0,
highendcars,0,0,0,0,
highlands,0,0,0,0,
hike,0,0,0,0,
hillassoc,0,0,0,0,
hillcrest,0,0,0,0,
himalaya,0,0,0,0,
himap,0,0,0,0,
hip,0,0,0,0,
hip.ph,0,0,0,0,
hippietipi,0,0,0,0,
hiprecision,0,0,0,0,
hiring.ph,0,0,0,0,
hirna,0,0,0,0,
"hirose uk",0,0,0,0,
hitchhike,0,0,0,0,
hitech,0,0,0,0,
hiwayfx,0,0,0,0,
hiyas,0,0,0,0,
hizons,0,0,0,0,
hizonscater,0,0,0,0,
hkairlines,0,0,0,0,
"hkb events",0,0,0,0,
hkolpinas,0,0,0,0,
hlbank,0,0,0,0,
hldesigns,0,0,0,0,
hlhuillier,0,0,0,0,
hlndsbistro,0,0,0,0,
hlsms,0,0,0,0,
hmbotp,0,0,0,0,
hmp,0,0,0,0,
"hmr auction",0,0,0,0,
"hmr phils",0,0,0,0,
"hmr phls",0,0,0,0,
hmrbid.com,0,0,0,0,
hmrc,0,0,0,0,
hmsupport,0,0,0,0,
hmv,0,0,0,0,
hncs,0,0,0,0,
hncstanza,0,0,0,0,
hngrymeeple,0,0,0,0,
hoa,0,0,0,0,
hocschp,0,0,0,0,
holcim,0,0,0,0,
holiday,0,0,0,0,
"holiday inn",0,0,0,0,
"holiday spa",0,0,0,0,
holidayinn,0,0,0,0,
holycross,0,0,0,0,
holysmokes,0,0,0,0,
holyspirit,0,0,0,0,
"home credit",0,0,0,0,
homealong,0,0,0,0,
homeaway,0,0,0,0,
homebase,0,0,0,0,
homecredit,0,0,0,0,
homematch,0,0,0,0,
homeplus,0,0,0,0,
homestay,0,0,0,0,
homestyle,0,0,0,0,
homitori,0,0,0,0,
homme&femme,0,0,0,0,
homst,0,0,0,0,
honda,0,0,0,0,
"honda gh",0,0,0,0,
hondacars,0,0,0,0,
hondagh,0,0,0,0,
hondakal,0,0,0,0,
hondamotors,0,0,0,0,
honestbee,0,0,0,0,
"honey love",0,0,0,0,
honeykart,0,0,0,0,
honeykartph,0,0,0,0,
hooch,0,0,0,0,
hoodwinkph,0,0,0,0,
hooq,0,0,0,0,
hooqtv,0,0,0,0,
hoppler,0,0,0,0,
"hops news",0,0,0,0,
"hos spa",0,0,0,0,
hosspa,0,0,0,0,
hostelworld,0,0,0,0,
hostkey,0,0,0,0,
hot,0,0,0,0,
"hot or not",0,0,0,0,
"hot star ph",0,0,0,0,
hot-wifi,0,0,0,0,
hotdeals,0,0,0,0,
hotel,0,0,0,0,
"hotel kimbe",0,0,0,0,
"hotel promo",0,0,0,0,
hotel_h20,0,0,0,0,
hotel_h2o,0,0,0,0,
hotels24.ua,0,0,0,0,
hotelshow,0,0,0,0,
hotflopz,0,0,0,0,
hotfm,0,0,0,0,
hotforex,0,0,0,0,
hotkitchen,0,0,0,0,
hotmail,0,0,0,0,
hotornot,0,0,0,0,
hotspotvpn,0,0,0,0,
housal,0,0,0,0,
"housal inc.",0,0,0,0,
houseofit,0,0,0,0,
houseofmini,0,0,0,0,
houseofnail,0,0,0,0,
"houses asia",0,0,0,0,
hoverseas,0,0,0,0,
hovono,0,0,0,0,
hpwwtvc,0,0,0,0,
hr,0,0,0,0,
hrhero,0,0,0,0,
hrpp,0,0,0,0,
hsbc,0,0,0,0,
hsbc-ph,0,0,0,0,
hsbc-retail,0,0,0,0,
hsbc-uae,0,0,0,0,
hsbcbank,0,0,0,0,
hsbcpremier,0,0,0,0,
hsbcraffle,0,0,0,0,
hsbcredeem,0,0,0,0,
hsbs,0,0,0,0,
hsii,0,0,0,0,
hskasamhse,0,0,0,0,
hslbraille,0,0,0,0,
hsoub,0,0,0,0,
hss2017,0,0,0,0,
htech,0,0,0,0,
htisec,0,0,0,0,
htonefse,0,0,0,0,
htouch,0,0,0,0,
htouchatria,0,0,0,0,
http-api01,0,0,0,0,
http-api02,0,0,0,0,
huatpot,0,0,0,0,
huawei,0,0,0,0,
huggiesclub,0,0,0,0,
huggle,0,0,0,0,
hulaanmo,0,0,0,0,
hult,0,0,0,0,
humanfactor,0,0,0,0,
humannature,0,0,0,0,
humuselijah,0,0,0,0,
hungrbuster,0,0,0,0,
hungry.ph,0,0,0,0,
hungryup,0,0,0,0,
hunkemoller,0,0,0,0,
hurley,0,0,0,0,
husamorfali,0,0,0,0,
hvacr,0,0,0,0,
hvacr2015,0,0,0,0,
hvacr2017,0,0,0,0,
hvacrphils,0,0,0,0,
hvrcfh,0,0,0,0,
hx,0,0,0,0,
hyatt,0,0,0,0,
hyatt-cod,0,0,0,0,
hyattmanila,0,0,0,0,
hybridmnila,0,0,0,0,
hype,0,0,0,0,
hyper5,0,0,0,0,
hypo-ooe,0,0,0,0,
hyundai,0,0,0,0,
hyundaipque,0,0,0,0,
"i am",0,0,0,0,
"i love mgc",0,0,0,0,
"i manila",0,0,0,0,
i-fern,0,0,0,0,
i-med,0,0,0,0,
i-pcv,0,0,0,0,
i-pvg,0,0,0,0,
i1391620545,0,0,0,0,
i1392014592,0,0,0,0,
i1392020747,0,0,0,0,
i1392047969,0,0,0,0,
i1392378372,0,0,0,0,
i1392642247,0,0,0,0,
iabotmo,0,0,0,0,
iacademy,0,0,0,0,
iacseal,0,0,0,0,
iahgames,0,0,0,0,
iam,0,0,0,0,
iam80s,0,0,0,0,
iamgifted,0,0,0,0,
ian,0,0,0,0,
iaround,0,0,0,0,
iati,0,0,0,0,
iatsms,0,0,0,0,
iauxisph,0,0,0,0,
iba,0,0,0,0,
ibarras,0,0,0,0,
ibbl,0,0,0,0,
ibc,0,0,0,0,
ibcd,0,0,0,0,
ibeautifeye,0,0,0,0,
ibex,0,0,0,0,
"ibex global",0,0,0,0,
ibex-global,0,0,0,0,
ibex-shaw,0,0,0,0,
ibex.global,0,0,0,0,
ibexglobal,0,0,0,0,
ibm,0,0,0,0,
ibmthb,0,0,0,0,
ibnxad,0,0,0,0,
ibp,0,0,0,0,
"ibp ncl2017",0,0,0,0,
ibrt,0,0,0,0,
ibryde,0,0,0,0,
ic_manila,0,0,0,0,
icafe,0,0,0,0,
icard,0,0,0,0,
icare,0,0,0,0,
icart,0,0,0,0,
icbeuhl,0,0,0,0,
icecreamhse,0,0,0,0,
ichanger,0,0,0,0,
icicib,0,0,0,0,
icicip,0,0,0,0,
icleckers,0,0,0,0,
icloud,0,0,0,0,
"icloud lost",0,0,0,0,
iconnex,0,0,0,0,
icore,0,0,0,0,
icpa,0,0,0,0,
icpa.ph,0,0,0,0,
icpaby2018,0,0,0,0,
icpacareers,0,0,0,0,
icq,0,0,0,0,
icqmobile,0,0,0,0,
ics,0,0,0,0,
"ics learn",0,0,0,0,
ict,0,0,0,0,
ictservices,0,0,0,0,
idaware,0,0,0,0,
idbibank,0,0,0,0,
idbibk,0,0,0,0,
idcj,0,0,0,0,
idckl,0,0,0,0,
idcph2017,0,0,0,0,
ideal86,0,0,0,0,
idealcon,0,0,0,0,
ideals86,0,0,0,0,
ideals87,0,0,0,0,
ideals88,0,0,0,0,
ideapiu,0,0,0,0,
ideliver101,0,0,0,0,
ideo,0,0,0,0,
idirect,0,0,0,0,
idirectapp,0,0,0,0,
idm2016,0,0,0,0,
idmnl2017,0,0,0,0,
idole,0,0,0,0,
idp,0,0,0,0,
"idp ielts",0,0,0,0,
"idp ph",0,0,0,0,
idp.ielts,0,0,0,0,
idp_ielts,0,0,0,0,
idpielts,0,0,0,0,
idpph,0,0,0,0,
idsspaibis,0,0,0,0,
idwf2016,0,0,0,0,
"ieca youth",0,0,0,0,
ieclub,0,0,0,0,
ietc,0,0,0,0,
ifast,0,0,0,0,
ifcmarkets,0,0,0,0,
ifern,0,0,0,0,
iflick,0,0,0,0,
iflix,0,0,0,0,
iforex,0,0,0,0,
iforgot,0,0,0,0,
iftinxpress,0,0,0,0,
igamble247,0,0,0,0,
igame,0,0,0,0,
igizzere,0,0,0,0,
iglobe,0,0,0,0,
ignisfx,0,0,0,0,
ihg,0,0,0,0,
ihisst,0,0,0,0,
ihlfa,0,0,0,0,
ihop,0,0,0,0,
"ihre bank",0,0,0,0,
ihw2017,0,0,0,0,
iiap-cert,0,0,0,0,
iiap-mem,0,0,0,0,
iiap-pd,0,0,0,0,
iiflwm,0,0,0,0,
iinsan,0,0,0,0,
ikea,0,0,0,0,
ikon,0,0,0,0,
ikot,0,0,0,0,
"il padrino",0,0,0,0,
ilahuiph,0,0,0,0,
ilashsalon,0,0,0,0,
ileco-2,0,0,0,0,
ilibon,0,0,0,0,
illycafe,0,0,0,0,
illycafedel,0,0,0,0,
ilmf,0,0,0,0,
"ilocos tour",0,0,0,0,
ilovemgc,0,0,0,0,
iloveu,0,0,0,0,
iloveyou,0,0,0,0,
iloveyoutoo,0,0,0,0,
ilpadrino,0,0,0,0,
ilponticell,0,0,0,0,
imac,0,0,0,0,
imakhkcom,0,0,0,0,
imanila,0,0,0,0,
imanila.ph,0,0,0,0,
imaxtech,0,0,0,0,
imculinaire,0,0,0,0,
imdad-,0,0,0,0,
imdad-syria,0,0,0,0,
imedic,0,0,0,0,
imedicid,0,0,0,0,
imeus,0,0,0,0,
imeusbiz,0,0,0,0,
imhopeful,0,0,0,0,
imhotel,0,0,0,0,
imimob,0,0,0,0,
imitst,0,0,0,0,
imkenny,0,0,0,0,
immap,0,0,0,0,
immigration,0,0,0,0,
immigration?,0,0,0,0,
immigrationâ,0,0,0,0,
imo,0,0,0,0,
imo.im,0,0,0,0,
imoim,0,0,0,0,
imoph,0,0,0,0,
